ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
87,87,2,9,2009,17,31,80400,17031080400,804,Census Tract 804,0.000012,92.31%,33.33%,122,3,11,27,1,164,113,3,10,25,1,151,1493,2543,117,94,3,1,8,58,4317,498,848,39,31,1,0,3,19,1439,AA,67399,96987161,67482,"$60,000 - $80,000",43,61877,43,40% - 60%
88,88,2,10,2010,17,31,81401,17031081401,814.01,Census Tract 814.01,0.000008,50.00%,26.67%,190,5,21,23,1,240,95,2,10,12,0,120,1644,127,122,342,1,0,4,39,2279,438,34,33,91,0,0,1,10,608,White,178515,108537120,186740,"$180,000 - $200,000",75,45600,76,60% - 80%
89,89,2,10,2010,17,31,81300,17031081300,813,Census Tract 813,0.000008,50.00%,34.78%,190,5,21,23,1,240,95,2,10,12,0,120,3968,173,187,479,1,0,7,69,4884,1380,60,65,167,0,0,2,24,1699,White,189684,322273116,186740,"$180,000 - $200,000",77,130823,76,60% - 80%
90,90,2,11,2011,17,31,81300,17031081300,813,Census Tract 813,0.000004,100.00%,17.39%,211,2,14,34,2,263,211,2,14,34,2,263,3968,173,187,479,1,0,7,69,4884,690,30,33,83,0,0,1,12,849,White,189684,161041716,189684,"$180,000 - $200,000",77,65373,77,60% - 80%
91,91,2,12,2012,17,31,842200,17031842200,8422,Census Tract 8422,0.000003,21.43%,1.76%,145,13,20,51,9,238,31,3,4,11,2,51,1205,1007,135,208,4,0,2,42,2603,21,18,2,4,0,0,0,1,46,Mixed,75473,3471758,212594,"$200,000 - $250,000",44,2024,73,60% - 80%
92,92,2,12,2012,17,31,71800,17031071800,718,Census Tract 718,0.000011,78.57%,31.43%,145,13,20,51,9,238,114,10,16,40,7,187,1975,410,107,98,2,0,4,50,2646,621,129,34,31,1,0,1,16,832,White,220175,183185600,212594,"$200,000 - $250,000",75,62400,73,60% - 80%
93,93,2,13,2013,17,31,81300,17031081300,813,Census Tract 813,0.000003,100.00%,13.04%,226,6,31,60,2,325,226,6,31,60,2,325,3968,173,187,479,1,0,7,69,4884,518,23,24,62,0,0,1,9,637,White,189684,120828708,189684,"$180,000 - $200,000",77,49049,77,60% - 80%
94,94,2,14,2014,17,31,242300,17031242300,2423,Census Tract 2423,0.000014,100.00%,41.18%,116,13,32,118,6,285,116,13,32,118,6,285,2532,57,444,137,6,1,11,52,3240,1043,23,183,56,2,0,5,21,1334,White,87899,117257266,87899,"$80,000 - $100,000",67,89378,67,60% - 80%
95,95,2,15,2015,17,31,240500,17031240500,2405,Census Tract 2405,0.000005,38.46%,20.00%,70,6,17,63,1,157,27,2,7,24,0,60,1831,52,184,129,0,3,7,45,2251,366,10,37,26,0,1,1,9,450,White,135208,60843600,118420,"$100,000 - $120,000",81,36450,75,60% - 80%
96,96,2,15,2015,17,31,241300,17031241300,2413,Census Tract 2413,0.000008,61.54%,44.44%,70,6,17,63,1,157,43,4,10,39,1,97,1276,202,252,80,3,0,2,42,1857,567,90,112,36,1,0,1,19,825,White,109263,90141975,118420,"$100,000 - $120,000",71,58575,75,60% - 80%
97,97,2,16,2016,17,31,242300,17031242300,2423,Census Tract 2423,0.000001,9.09%,2.94%,81,6,13,58,0,158,7,1,1,5,0,14,2532,57,444,137,6,1,11,52,3240,74,2,13,4,0,0,0,2,95,White,87899,8350405,107462,"$100,000 - $120,000",67,6365,71,60% - 80%
98,98,2,16,2016,17,31,241300,17031241300,2413,Census Tract 2413,0.00001,90.91%,55.56%,81,6,13,58,0,158,74,5,12,53,0,144,1276,202,252,80,3,0,2,42,1857,709,112,140,44,2,0,1,23,1032,White,109263,112759416,107462,"$100,000 - $120,000",71,73272,71,60% - 80%
99,99,2,17,2017,17,31,242300,17031242300,2423,Census Tract 2423,0.000002,10.00%,5.88%,153,9,23,111,3,299,15,1,2,11,0,30,2532,57,444,137,6,1,11,52,3240,149,3,26,8,0,0,1,3,191,White,87899,16788709,75992,"$60,000 - $80,000",67,12797,59,40% - 60%
100,100,2,17,2017,17,31,242400,17031242400,2424,Census Tract 2424,0.000018,90.00%,51.43%,153,9,23,111,3,299,138,8,21,100,3,269,2357,38,212,97,2,0,5,53,2764,1212,20,109,50,1,0,3,27,1421,White,74391,105709611,75992,"$60,000 - $80,000",58,82418,59,40% - 60%
101,101,2,18,2018,17,31,81300,17031081300,813,Census Tract 813,0.000002,100.00%,8.70%,162,4,18,37,3,224,162,4,18,37,3,224,3968,173,187,479,1,0,7,69,4884,345,15,16,42,0,0,1,6,425,White,189684,80615700,189684,"$180,000 - $200,000",77,32725,77,60% - 80%
102,102,2,19,2019,17,31,81300,17031081300,813,Census Tract 813,0.000004,100.00%,17.39%,203,6,7,30,2,248,203,6,7,30,2,248,3968,173,187,479,1,0,7,69,4884,690,30,33,83,0,0,1,12,849,White,189684,161041716,189684,"$180,000 - $200,000",77,65373,77,60% - 80%
103,103,2,20,2020,17,31,842200,17031842200,8422,Census Tract 8422,0.000005,4.10%,2.94%,100,4,14,35,0,153,4,0,1,1,0,6,1205,1007,135,208,4,0,2,42,2603,35,30,4,6,0,0,0,1,77,Mixed,75473,5811421,154728,"$140,000 - $160,000",44,3388,74,60% - 80%
104,104,2,20,2020,17,31,832300,17031832300,8323,Census Tract 8323,0.000014,11.48%,15.38%,100,4,14,35,0,153,11,0,2,4,0,18,1349,49,332,112,1,2,1,24,1870,208,8,51,17,0,0,0,4,288,White,104933,30220704,154728,"$140,000 - $160,000",73,21024,74,60% - 80%
105,105,2,20,2020,17,31,842300,17031842300,8423,Census Tract 8423,0.000033,27.05%,16.42%,100,4,14,35,0,153,27,1,4,9,0,41,2091,549,349,166,8,3,12,66,3244,343,90,57,27,1,0,2,11,533,White,119026,63440858,154728,"$140,000 - $160,000",64,34112,74,60% - 80%
106,106,2,20,2020,17,31,832500,17031832500,8325,Census Tract 8325,0.000033,27.05%,38.37%,100,4,14,35,0,153,27,1,4,9,0,41,2893,236,273,126,3,0,6,69,3606,1110,91,105,48,1,0,2,26,1384,White,133013,184089992,154728,"$140,000 - $160,000",63,87192,74,60% - 80%
107,107,2,20,2020,17,31,832600,17031832600,8326,Census Tract 8326,0.000037,30.33%,47.44%,100,4,14,35,0,153,30,1,4,11,0,46,3329,85,124,129,1,2,6,51,3727,1579,40,59,61,0,1,3,24,1768,White,194053,343085704,154728,"$140,000 - $160,000",87,153816,74,60% - 80%
108,108,2,21,2021,17,31,242300,17031242300,2423,Census Tract 2423,0.000013,100.00%,38.24%,106,2,17,101,1,227,106,2,17,101,1,227,2532,57,444,137,6,1,11,52,3240,968,22,170,52,2,0,4,20,1239,White,87899,108906861,87899,"$80,000 - $100,000",67,83013,67,60% - 80%
109,109,2,22,2022,17,31,832500,17031832500,8325,Census Tract 8325,0.000021,100.00%,24.42%,188,7,23,56,0,274,188,7,23,56,0,274,2893,236,273,126,3,0,6,69,3606,706,58,67,31,1,0,1,17,881,White,133013,117184453,133013,"$120,000 - $140,000",63,55503,63,60% - 80%
110,110,2,23,2023,17,31,81202,17031081202,812.02,Census Tract 812.02,0.000012,100.00%,54.55%,201,2,3,32,0,238,201,2,3,32,0,238,2621,73,123,133,4,0,0,41,2995,1430,40,67,73,2,0,0,22,1634,White,230101,375985034,230101,"$200,000 - $250,000",79,129086,79,60% - 80%
111,111,2,24,2024,17,31,70600,17031070600,706,Census Tract 706,0.000006,46.15%,15.79%,135,2,11,29,2,179,62,1,5,13,1,83,2511,28,224,148,0,0,7,63,2981,396,4,35,23,0,0,1,10,471,White,232353,109438263,191510,"$180,000 - $200,000",82,38622,76,60% - 80%
112,112,2,24,2024,17,31,70500,17031070500,705,Census Tract 705,0.000007,53.85%,20.59%,135,2,11,29,2,179,73,1,6,16,1,96,2530,97,151,97,2,0,5,46,2928,521,20,31,20,0,0,1,9,603,White,159607,96243021,191510,"$180,000 - $200,000",72,43416,76,60% - 80%
113,113,2,25,2025,17,31,831000,17031831000,8310,Census Tract 8310,0.000003,16.67%,9.68%,101,3,25,63,1,193,17,0,4,11,0,32,1732,29,189,146,1,0,2,39,2138,168,3,18,14,0,0,0,4,207,White,141765,29345355,133797,"$120,000 - $140,000",86,17802,72,60% - 80%
114,114,2,25,2025,17,31,240300,17031240300,2403,Census Tract 2403,0.000007,38.89%,38.89%,101,3,25,63,1,193,39,1,10,25,0,75,1055,8,143,68,2,0,3,38,1317,410,3,56,26,1,0,1,15,512,White,156626,80192512,133797,"$120,000 - $140,000",70,35840,72,60% - 80%
115,115,2,25,2025,17,31,241500,17031241500,2415,Census Tract 2415,0.000008,44.44%,23.53%,101,3,25,63,1,193,45,1,11,28,0,86,1963,71,598,152,3,0,10,75,2872,462,17,141,36,1,0,2,18,676,White,114067,77109292,133797,"$120,000 - $140,000",69,46644,72,60% - 80%
116,116,2,26,2026,17,31,70600,17031070600,706,Census Tract 706,0.000005,35.71%,13.16%,117,17,17,40,2,193,42,6,6,14,1,69,2511,28,224,148,0,0,7,63,2981,330,4,29,19,0,0,1,8,392,White,232353,91082376,183652,"$180,000 - $200,000",82,32144,73,60% - 80%
117,117,2,26,2026,17,31,832500,17031832500,8325,Census Tract 8325,0.000009,64.29%,10.47%,117,17,17,40,2,193,75,11,11,26,1,124,2893,236,273,126,3,0,6,69,3606,303,25,29,13,0,0,1,7,377,White,133013,50145901,183652,"$180,000 - $200,000",63,23751,73,60% - 80%
118,118,2,27,2027,17,31,81000,17031081000,810,Census Tract 810,0.000002,50.00%,6.06%,172,7,16,29,3,227,86,4,8,14,2,114,5389,909,422,676,10,2,15,123,7546,327,55,26,41,1,0,1,7,457,White,75572,34536404,85892,"$80,000 - $100,000",67,30619,69,60% - 80%
119,119,2,27,2027,17,31,81100,17031081100,811,Census Tract 811,0.000002,50.00%,18.18%,172,7,16,29,3,227,86,4,8,14,2,114,2576,458,197,337,5,4,9,54,3640,468,83,36,61,1,1,2,10,662,White,93017,61577254,85892,"$80,000 - $100,000",70,46340,69,60% - 80%
120,120,2,28,2028,17,31,80202,17031080202,802.02,Census Tract 802.02,0.000003,37.50%,17.65%,160,3,19,56,1,239,60,1,7,21,0,90,2994,76,158,214,2,0,7,47,3498,528,13,28,38,0,0,1,8,617,White,145632,89854944,138018,"$120,000 - $140,000",76,46892,78,60% - 80%
121,121,2,28,2028,17,31,80300,17031080300,803,Census Tract 803,0.000005,62.50%,12.82%,160,3,19,56,1,239,100,2,12,35,1,149,3453,264,192,322,3,2,9,70,4315,443,34,25,41,0,0,1,9,553,White,129523,71626219,138018,"$120,000 - $140,000",80,44240,78,60% - 80%
122,122,2,29,2029,17,31,81000,17031081000,810,Census Tract 810,0.000001,20.00%,3.03%,154,5,12,41,1,213,31,1,2,8,0,43,5389,909,422,676,10,2,15,123,7546,163,28,13,20,0,0,0,4,229,White,75572,17305988,146669,"$140,000 - $160,000",67,15343,73,60% - 80%
123,123,2,29,2029,17,31,81100,17031081100,811,Census Tract 811,0.000001,20.00%,9.09%,154,5,12,41,1,213,31,1,2,8,0,43,2576,458,197,337,5,4,9,54,3640,234,42,18,31,0,0,1,5,331,White,93017,30788627,146669,"$140,000 - $160,000",70,23170,73,60% - 80%
124,124,2,29,2029,17,31,81202,17031081202,812.02,Census Tract 812.02,0.000003,60.00%,13.64%,154,5,12,41,1,213,92,3,7,25,1,128,2621,73,123,133,4,0,0,41,2995,357,10,17,18,1,0,0,6,408,White,230101,93881208,146669,"$140,000 - $160,000",79,32232,73,60% - 80%
125,125,2,30,2030,17,31,80202,17031080202,802.02,Census Tract 802.02,0.000004,100.00%,23.53%,142,3,16,40,0,201,142,3,16,40,0,201,2994,76,158,214,2,0,7,47,3498,704,18,37,50,0,0,2,11,823,White,145632,119855136,145632,"$140,000 - $160,000",76,62548,76,60% - 80%
126,126,2,31,2031,17,31,80201,17031080201,802.01,Census Tract 802.01,0.000007,100.00%,50.00%,249,6,21,47,0,323,249,6,21,47,0,323,2864,105,117,144,2,0,15,40,3287,1432,52,58,72,1,0,7,20,1643,White,111970,183966710,111970,"$100,000 - $120,000",80,131440,80,60% - 80%
127,127,2,32,2032,17,31,81000,17031081000,810,Census Tract 810,0.000005,100.00%,15.15%,103,5,10,34,4,156,103,5,10,34,4,156,5389,909,422,676,10,2,15,123,7546,817,138,64,102,2,0,2,19,1143,White,75572,86378796,75572,"$60,000 - $80,000",67,76581,67,60% - 80%
128,128,2,33,2033,17,31,80201,17031080201,802.01,Census Tract 802.01,0.000002,28.57%,14.29%,255,4,35,58,3,355,73,1,10,17,1,101,2864,105,117,144,2,0,15,40,3287,409,15,17,21,0,0,2,6,470,White,111970,52625900,112432,"$100,000 - $120,000",80,37600,81,80% - 100%
129,129,2,33,2033,17,31,71500,17031071500,715,Census Tract 715,0.000005,71.43%,5.00%,255,4,35,58,3,355,182,3,25,41,2,254,4914,271,236,244,4,10,6,83,5768,246,14,12,12,0,1,0,4,288,White,113187,32597856,112432,"$100,000 - $120,000",83,23904,81,80% - 100%
130,130,2,34,2034,17,31,81202,17031081202,812.02,Census Tract 812.02,0.000003,100.00%,13.64%,185,1,17,32,1,236,185,1,17,32,1,236,2621,73,123,133,4,0,0,41,2995,357,10,17,18,1,0,0,6,408,White,230101,93881208,230101,"$200,000 - $250,000",79,32232,79,60% - 80%
131,131,2,35,2035,17,31,80300,17031080300,803,Census Tract 803,0.000008,100.00%,20.51%,130,7,16,26,2,181,130,7,16,26,2,181,3453,264,192,322,3,2,9,70,4315,708,54,39,66,1,0,2,14,885,White,129523,114627855,129523,"$120,000 - $140,000",80,70800,80,60% - 80%
132,132,2,36,2036,17,31,80202,17031080202,802.02,Census Tract 802.02,0.000006,100.00%,35.29%,158,6,21,29,1,215,158,6,21,29,1,215,2994,76,158,214,2,0,7,47,3498,1057,27,56,76,1,0,2,17,1235,White,145632,179855520,145632,"$140,000 - $160,000",76,93860,76,60% - 80%
133,133,2,37,2037,17,31,80201,17031080201,802.01,Census Tract 802.01,0.000005,100.00%,35.71%,165,10,29,65,0,269,165,10,29,65,0,269,2864,105,117,144,2,0,15,40,3287,1023,38,42,51,1,0,5,14,1174,White,111970,131452780,111970,"$100,000 - $120,000",80,93920,80,60% - 80%
134,134,2,38,2038,17,31,80202,17031080202,802.02,Census Tract 802.02,0.000004,100.00%,23.53%,208,4,17,38,1,268,208,4,17,38,1,268,2994,76,158,214,2,0,7,47,3498,704,18,37,50,0,0,2,11,823,White,145632,119855136,145632,"$140,000 - $160,000",76,62548,76,60% - 80%
135,135,2,39,2039,17,31,81000,17031081000,810,Census Tract 810,0.000004,100.00%,12.12%,140,19,15,32,4,210,140,19,15,32,4,210,5389,909,422,676,10,2,15,123,7546,653,110,51,82,1,0,2,15,915,White,75572,69148380,75572,"$60,000 - $80,000",67,61305,67,60% - 80%
136,136,2,40,2040,17,31,81600,17031081600,816,Census Tract 816,0.000003,42.86%,20.00%,125,4,17,32,3,181,54,2,7,14,1,78,2687,122,181,481,3,1,9,61,3545,537,24,36,96,1,0,2,12,709,White,108635,77022215,118154,"$100,000 - $120,000",74,52466,74,60% - 80%
137,137,2,40,2040,17,31,81700,17031081700,817,Census Tract 817,0.000004,57.14%,10.26%,125,4,17,32,3,181,71,2,10,18,2,103,1969,315,318,399,9,0,6,86,3102,202,32,33,41,1,0,1,9,318,White,139378,44322204,118154,"$100,000 - $120,000",74,23532,74,60% - 80%
138,138,2,41,2041,17,31,81800,17031081800,818,Census Tract 818,0.000001,9.09%,1.23%,91,5,13,21,1,131,8,0,1,2,0,12,5566,174,295,695,6,0,20,110,6866,69,2,4,9,0,0,0,1,85,White,158221,13448785,83855,"$80,000 - $100,000",90,7650,68,60% - 80%
139,139,2,41,2041,17,31,81700,17031081700,817,Census Tract 817,0.000002,18.18%,5.13%,91,5,13,21,1,131,17,1,2,4,0,24,1969,315,318,399,9,0,6,86,3102,101,16,16,20,0,0,0,4,159,White,139378,22161102,83855,"$80,000 - $100,000",74,11766,68,60% - 80%
140,140,2,41,2041,17,31,81000,17031081000,810,Census Tract 810,0.000008,72.73%,24.24%,91,5,13,21,1,131,66,4,9,15,1,95,5389,909,422,676,10,2,15,123,7546,1306,220,102,164,2,0,4,30,1829,White,75572,138221188,83855,"$80,000 - $100,000",67,122543,68,60% - 80%
141,141,2,42,2042,17,31,81000,17031081000,810,Census Tract 810,0.000002,50.00%,6.06%,137,10,14,39,3,203,68,5,7,20,2,102,5389,909,422,676,10,2,15,123,7546,327,55,26,41,1,0,1,7,457,White,75572,34536404,85892,"$80,000 - $100,000",67,30619,69,60% - 80%
142,142,2,42,2042,17,31,81100,17031081100,811,Census Tract 811,0.000002,50.00%,18.18%,137,10,14,39,3,203,68,5,7,20,2,102,2576,458,197,337,5,4,9,54,3640,468,83,36,61,1,1,2,10,662,White,93017,61577254,85892,"$80,000 - $100,000",70,46340,69,60% - 80%
143,143,2,43,2043,17,31,81201,17031081201,812.01,Census Tract 812.01,0.000002,22.22%,10.00%,198,8,20,37,0,263,44,2,4,8,0,58,3285,172,207,316,2,1,9,67,4059,328,17,21,32,0,0,1,7,406,White,177589,72101134,100957,"$100,000 - $120,000",70,28420,69,60% - 80%
144,144,2,43,2043,17,31,81100,17031081100,811,Census Tract 811,0.000003,33.33%,27.27%,198,8,20,37,0,263,66,3,7,12,0,88,2576,458,197,337,5,4,9,54,3640,703,125,54,92,1,1,2,15,993,White,93017,92365881,100957,"$100,000 - $120,000",70,69510,69,60% - 80%
145,145,2,43,2043,17,31,81000,17031081000,810,Census Tract 810,0.000004,44.44%,12.12%,198,8,20,37,0,263,88,4,9,16,0,117,5389,909,422,676,10,2,15,123,7546,653,110,51,82,1,0,2,15,915,White,75572,69148380,100957,"$100,000 - $120,000",67,61305,69,60% - 80%
146,146,2,44,2044,17,31,71500,17031071500,715,Census Tract 715,0.000003,100.00%,3.00%,96,2,16,42,0,156,96,2,16,42,0,156,4914,271,236,244,4,10,6,83,5768,147,8,7,7,0,0,0,2,173,White,113187,19581351,113187,"$100,000 - $120,000",83,14359,83,80% - 100%
147,147,2,45,2045,17,31,81000,17031081000,810,Census Tract 810,0.000002,40.00%,6.06%,154,30,21,59,4,268,62,12,8,24,2,107,5389,909,422,676,10,2,15,123,7546,327,55,26,41,1,0,1,7,457,White,75572,34536404,87519,"$80,000 - $100,000",67,30619,69,60% - 80%
148,148,2,45,2045,17,31,81100,17031081100,811,Census Tract 811,0.000003,60.00%,27.27%,154,30,21,59,4,268,92,18,13,35,2,161,2576,458,197,337,5,4,9,54,3640,703,125,54,92,1,1,2,15,993,White,93017,92365881,87519,"$80,000 - $100,000",70,69510,69,60% - 80%
149,149,2,46,2046,17,31,71500,17031071500,715,Census Tract 715,0.000002,33.33%,2.00%,77,6,9,26,0,118,26,2,3,9,0,39,4914,271,236,244,4,10,6,83,5768,98,5,5,5,0,0,0,2,115,White,113187,13016505,118529,"$100,000 - $120,000",83,9545,64,60% - 80%
150,150,2,46,2046,17,31,71700,17031071700,717,Census Tract 717,0.000002,33.33%,11.76%,77,6,9,26,0,118,26,2,3,9,0,39,1279,183,75,64,0,0,4,47,1652,150,22,9,8,0,0,0,6,194,White,184949,35880106,118529,"$100,000 - $120,000",79,15326,64,60% - 80%
151,151,2,46,2046,17,31,80400,17031080400,804,Census Tract 804,0.000002,33.33%,5.56%,77,6,9,26,0,118,26,2,3,9,0,39,1493,2543,117,94,3,1,8,58,4317,83,141,6,5,0,0,0,3,240,AA,67399,16175760,118529,"$100,000 - $120,000",43,10320,64,60% - 80%
152,152,3,1,3001,17,31,835500,17031835500,8355,Census Tract 8355,0.000006,5.66%,6.06%,105,77,10,71,29,292,6,4,1,4,2,17,40,1563,40,7,0,0,0,27,1677,2,95,2,0,0,0,0,2,102,AA,19997,2039694,43164,"$40,000 - $60,000",5,510,17,0% - 20%
153,153,3,1,3001,17,31,380700,17031380700,3807,Census Tract 3807,0.000007,6.60%,25.93%,105,77,10,71,29,292,7,5,1,5,2,19,23,1165,28,2,0,0,1,24,1243,6,302,7,1,0,0,0,6,322,AA,44142,14213724,43164,"$40,000 - $60,000",18,5796,17,0% - 20%
154,154,3,1,3001,17,31,381800,17031381800,3818,Census Tract 3818,0.000007,6.60%,20.59%,105,77,10,71,29,292,7,5,1,5,2,19,26,1097,37,2,2,0,1,23,1188,5,226,8,0,0,0,0,5,245,AA,37910,9287950,43164,"$40,000 - $60,000",23,5635,17,0% - 20%
155,155,3,1,3001,17,31,381500,17031381500,3815,Census Tract 3815,0.000009,8.49%,75.00%,105,77,10,71,29,292,9,7,1,6,2,25,2,217,14,0,0,0,0,4,237,2,163,10,0,0,0,0,3,178,AA,51623,9188894,43164,"$40,000 - $60,000",3,534,17,0% - 20%
156,156,3,1,3001,17,31,835600,17031835600,8356,Census Tract 8356,0.000017,16.04%,17.17%,105,77,10,71,29,292,17,12,2,11,5,47,7,1088,92,0,0,0,0,12,1199,1,187,16,0,0,0,0,2,206,AA,27329,5629774,43164,"$40,000 - $60,000",13,2678,17,0% - 20%
157,157,3,1,3001,17,31,381400,17031381400,3814,Census Tract 3814,0.000018,16.98%,52.94%,105,77,10,71,29,292,18,13,2,12,5,50,9,1574,8,0,2,0,4,15,1612,5,833,4,0,1,0,2,8,853,AA,49133,41910449,43164,"$40,000 - $60,000",21,17913,17,0% - 20%
158,158,3,1,3001,17,31,835700,17031835700,8357,Census Tract 8357,0.000021,19.81%,100.00%,105,77,10,71,29,292,21,15,2,14,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mixed,,,43164,"$40,000 - $60,000",,,17,0% - 20%
159,159,3,1,3001,17,31,381700,17031381700,3817,Census Tract 3817,0.000021,19.81%,100.00%,105,77,10,71,29,292,21,15,2,14,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mixed,,,43164,"$40,000 - $60,000",,,17,0% - 20%
160,160,3,2,3002,17,31,380200,17031380200,3802,Census Tract 3802,0.000015,100.00%,62.50%,227,100,14,68,19,428,227,100,14,68,19,428,20,1591,16,3,9,0,3,38,1680,12,994,10,2,6,0,2,24,1050,AA,26711,28046550,26711,"$20,000 - $40,000",15,15750,15,0% - 20%
161,161,3,3,3003,17,31,330100,17031330100,3301,Census Tract 3301,0.000002,5.71%,0.66%,152,34,13,46,8,253,9,2,1,3,0,14,8520,4339,1015,2405,16,3,51,386,16735,56,29,7,16,0,0,0,3,111,White,104431,11591841,87741,"$80,000 - $100,000",69,7659,50,40% - 60%
162,162,3,3,3003,17,31,841100,17031841100,8411,Census Tract 8411,0.000005,14.29%,4.00%,152,34,13,46,8,253,22,5,2,7,1,36,334,258,138,6438,0,1,2,83,7254,13,10,6,258,0,0,0,3,290,Mixed,41214,11952060,87741,"$80,000 - $100,000",21,6090,50,40% - 60%
163,163,3,3,3003,17,31,330200,17031330200,3302,Census Tract 3302,0.000011,31.43%,12.94%,152,34,13,46,8,253,48,11,4,14,3,80,1570,1246,148,744,2,0,7,89,3806,203,161,19,96,0,0,1,12,493,Mixed,118537,58438741,87741,"$80,000 - $100,000",69,34017,50,40% - 60%
164,164,3,3,3003,17,31,841000,17031841000,8410,Census Tract 8410,0.000017,48.57%,15.04%,152,34,13,46,8,253,74,17,6,22,4,123,191,430,39,158,0,0,2,29,849,29,65,6,24,0,0,0,4,128,AA,60068,7688704,87741,"$80,000 - $100,000",27,3456,50,40% - 60%
165,165,3,4,3004,17,31,381200,17031381200,3812,Census Tract 3812,0.000005,15.15%,17.86%,114,49,25,83,20,291,17,7,4,13,3,44,17,2053,37,6,0,2,2,50,2167,3,367,7,1,0,0,0,9,387,AA,52151,20182437,81088,"$80,000 - $100,000",34,13158,35,20% - 40%
166,166,3,4,3004,17,31,836000,17031836000,8360,Census Tract 8360,0.000028,84.85%,50.91%,114,49,25,83,20,291,97,42,21,70,17,247,53,2046,30,14,4,0,3,27,2177,27,1042,15,7,2,0,2,14,1108,AA,91195,101044060,81088,"$80,000 - $100,000",35,38780,35,20% - 40%
167,167,3,5,3005,17,31,835600,17031835600,8356,Census Tract 8356,0.000015,14.56%,15.15%,87,62,9,30,3,191,13,9,1,4,0,28,7,1088,92,0,0,0,0,12,1199,1,165,14,0,0,0,0,2,182,AA,27329,4973878,33983,"$20,000 - $40,000",13,2366,8,0% - 20%
168,168,3,5,3005,17,31,843800,17031843800,8438,Census Tract 8438,0.000044,42.72%,30.99%,87,62,9,30,3,191,37,26,4,13,1,82,486,1104,380,107,9,0,0,24,2110,151,342,118,33,3,0,0,7,654,AA,51766,33854964,33983,"$20,000 - $40,000",10,6540,8,0% - 20%
169,169,3,5,3005,17,31,835500,17031835500,8355,Census Tract 8355,0.000044,42.72%,44.44%,87,62,9,30,3,191,37,26,4,13,1,82,40,1563,40,7,0,0,0,27,1677,18,695,18,3,0,0,0,12,745,AA,19997,14897765,33983,"$20,000 - $40,000",5,3725,8,0% - 20%
170,170,3,6,3006,17,31,330100,17031330100,3301,Census Tract 3301,0.000013,100.00%,4.30%,142,6,38,62,4,252,142,6,38,62,4,252,8520,4339,1015,2405,16,3,51,386,16735,367,187,44,104,1,0,2,17,720,White,104431,75190320,104431,"$100,000 - $120,000",69,49680,69,60% - 80%
171,171,3,7,3007,17,31,839600,17031839600,8396,Census Tract 8396,0.000002,18.18%,5.88%,111,67,23,47,17,265,20,12,4,9,3,48,74,1768,64,18,1,1,0,26,1952,4,104,4,1,0,0,0,2,115,AA,63630,7317450,56778,"$40,000 - $60,000",28,3220,34,20% - 40%
172,172,3,7,3007,17,31,839500,17031839500,8395,Census Tract 8395,0.000009,81.82%,32.14%,111,67,23,47,17,265,91,55,19,38,14,217,169,1246,23,79,4,0,4,20,1545,54,401,7,25,1,0,1,6,497,AA,55193,27430921,56778,"$40,000 - $60,000",35,17395,34,20% - 40%
173,173,3,8,3008,17,31,400400,17031400400,4004,Census Tract 4004,0.000004,11.76%,11.43%,79,36,12,49,11,187,9,4,1,6,1,22,10,1898,17,2,2,0,0,26,1955,1,217,2,0,0,0,0,3,223,AA,38249,8529527,41210,"$40,000 - $60,000",16,3568,17,0% - 20%
174,174,3,8,3008,17,31,836100,17031836100,8361,Census Tract 8361,0.000012,35.29%,12.77%,79,36,12,49,11,187,28,13,4,17,4,66,42,1675,21,4,2,0,0,17,1761,5,214,3,1,0,0,0,2,225,AA,40606,9136350,41210,"$40,000 - $60,000",15,3375,17,0% - 20%
175,175,3,8,3008,17,31,400300,17031400300,4003,Census Tract 4003,0.000018,52.94%,11.32%,79,36,12,49,11,187,42,19,6,26,6,99,8,1522,20,2,0,0,1,14,1567,1,172,2,0,0,0,0,2,177,AA,45708,8090316,41210,"$40,000 - $60,000",22,3894,17,0% - 20%
176,176,3,9,3009,17,31,835900,17031835900,8359,Census Tract 8359,0.000011,39.29%,15.71%,126,63,13,75,13,290,50,25,5,29,5,114,46,3112,54,7,1,0,3,48,3271,7,489,8,1,0,0,0,8,514,AA,40552,20843728,60968,"$60,000 - $80,000",21,10794,37,20% - 40%
